2023-12-07 18:47:04,648 INFO    StreamThr :2463057 [internal.py:wandb_internal():86] W&B internal server running at pid: 2463057, started at: 2023-12-07 18:47:04.648267
2023-12-07 18:47:04,653 DEBUG   HandlerThread:2463057 [handler.py:handle_request():144] handle_request: status
2023-12-07 18:47:04,653 INFO    WriterThread:2463057 [datastore.py:open_for_write():85] open: /scratch/xc1490/projects/hpml/project/sparsegpt/wandb/run-20231207_184704-z4u47jbv/run-z4u47jbv.wandb
2023-12-07 18:47:04,654 DEBUG   SenderThread:2463057 [sender.py:send():375] send: header
2023-12-07 18:47:04,743 DEBUG   SenderThread:2463057 [sender.py:send():375] send: run
2023-12-07 18:47:04,985 DEBUG   HandlerThread:2463057 [handler.py:handle_request():144] handle_request: check_version
2023-12-07 18:47:04,986 INFO    SenderThread:2463057 [dir_watcher.py:__init__():219] watching files in: /scratch/xc1490/projects/hpml/project/sparsegpt/wandb/run-20231207_184704-z4u47jbv/files
2023-12-07 18:47:04,986 INFO    SenderThread:2463057 [sender.py:_start_run_threads():1124] run started: z4u47jbv with start time 1701992824.645608
2023-12-07 18:47:04,986 DEBUG   SenderThread:2463057 [sender.py:send_request():402] send_request: summary_record
2023-12-07 18:47:04,986 INFO    SenderThread:2463057 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-12-07 18:47:04,987 DEBUG   SenderThread:2463057 [sender.py:send_request():402] send_request: check_version
2023-12-07 18:47:05,039 DEBUG   HandlerThread:2463057 [handler.py:handle_request():144] handle_request: run_start
2023-12-07 18:47:05,057 DEBUG   HandlerThread:2463057 [system_info.py:__init__():31] System info init
2023-12-07 18:47:05,057 DEBUG   HandlerThread:2463057 [system_info.py:__init__():46] System info init done
2023-12-07 18:47:05,057 INFO    HandlerThread:2463057 [system_monitor.py:start():181] Starting system monitor
2023-12-07 18:47:05,058 INFO    SystemMonitor:2463057 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-12-07 18:47:05,058 INFO    HandlerThread:2463057 [system_monitor.py:probe():201] Collecting system info
2023-12-07 18:47:05,063 INFO    SystemMonitor:2463057 [interfaces.py:start():190] Started cpu monitoring
2023-12-07 18:47:05,063 INFO    SystemMonitor:2463057 [interfaces.py:start():190] Started disk monitoring
2023-12-07 18:47:05,066 INFO    SystemMonitor:2463057 [interfaces.py:start():190] Started gpu monitoring
2023-12-07 18:47:05,066 INFO    SystemMonitor:2463057 [interfaces.py:start():190] Started memory monitoring
2023-12-07 18:47:05,067 INFO    SystemMonitor:2463057 [interfaces.py:start():190] Started network monitoring
2023-12-07 18:47:05,142 DEBUG   HandlerThread:2463057 [system_info.py:probe():195] Probing system
2023-12-07 18:47:05,143 DEBUG   HandlerThread:2463057 [system_info.py:_probe_git():180] Probing git
2023-12-07 18:47:05,149 DEBUG   HandlerThread:2463057 [system_info.py:_probe_git():188] Probing git done
2023-12-07 18:47:05,149 DEBUG   HandlerThread:2463057 [system_info.py:probe():240] Probing system done
